Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SLITRK6	ENST00000400286.2	SLIT and NTRK-like family, member 6 	5	2	1	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.74	-0.74	0.96	2007, 2009, 2011
PTPN12	ENST00000248594.6	protein tyrosine phosphatase, non-receptor type 12 	167	3	0	1	2	0	0	0	0	0	hsa-miR-124-3p.1	-0.74	-0.74	> 0.99	2007, 2009, 2011
PHF19	ENST00000373896.3	PHD finger protein 19 	490	2	0	2	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.74	-0.74	> 0.99	2007, 2009, 2011
RNPEPL1	ENST00000270357.4	arginyl aminopeptidase (aminopeptidase B)-like 1 	239	2	1	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.72	-0.72	> 0.99	2009, 2011
PPFIBP2	ENST00000533792.1	PTPRF interacting protein, binding protein 2 (liprin beta 2) 	90	2	2	0	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.70	-0.75	0.68	2009, 2011
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	2	2	0	0	2	0	1	1	6	hsa-miR-124-3p.1	-0.70	-0.70	0.92	2007, 2009, 2011
RFX4	ENST00000229387.5	regulatory factor X, 4 (influences HLA class II expression) 	5	2	0	2	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.70	-0.70	0.98	2007, 2009, 2011
OAF	ENST00000328965.4	OAF homolog (Drosophila) 	1447	2	0	2	0	2	0	2	0	1	hsa-miR-124-3p.1	-0.70	-1.15	0.98	2007, 2009, 2011
PTBP2	ENST00000609116.1	polypyrimidine tract binding protein 2 	70	2	1	1	0	1	0	0	1	5	hsa-miR-124-3p.1	-0.69	-0.73	> 0.99	2007, 2009, 2011
FLOT2	ENST00000394906.2	flotillin 2 	37	2	1	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.69	-0.69	> 0.99	2007, 2009, 2011
KIAA0247	ENST00000342745.4	KIAA0247 	161	3	1	1	1	0	0	0	0	1	hsa-miR-124-3p.1	-0.69	-0.69	> 0.99	2009, 2011
AL626787.1	ENST00000595430.1		5	2	1	0	1	0	0	0	0	0	hsa-miR-124-3p.1	-0.68	-0.68	> 0.99	
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	2	1	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.67	-0.67	> 0.99	2009, 2011
TMEM134	ENST00000393877.3	transmembrane protein 134 	826	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.66	-0.67	0.98	2007, 2009, 2011
RAB34	ENST00000447716.1	RAB34, member RAS oncogene family 	880	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.66	-0.66	0.73	2007, 2009, 2011
CPT1A	ENST00000265641.5	carnitine palmitoyltransferase 1A (liver) 	869	2	1	1	0	1	0	1	0	2	hsa-miR-124-3p.1	-0.66	-0.71	> 0.99	2011
TBX22	ENST00000442340.1	T-box 22 	5	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.65	-0.65	0.27	2011
SIX4	ENST00000216513.4	SIX homeobox 4 	94	2	1	1	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.64	-0.80	0.99	2007, 2009, 2011
C11orf87	ENST00000327419.6	chromosome 11 open reading frame 87 	5	2	1	0	1	1	0	1	0	0	hsa-miR-124-3p.1	-0.64	-0.64	0.88	2011
SLC50A1	ENST00000368404.4	solute carrier family 50 (sugar efflux transporter), member 1 	3317	3	0	0	3	0	0	0	0	0	hsa-miR-124-3p.1	-0.63	-0.63	0.98	2009
VPS37C	ENST00000301765.5	vacuolar protein sorting 37 homolog C (S. cerevisiae) 	3267	2	0	2	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.63	-0.63	> 0.99	2007, 2009, 2011
CNEP1R1	ENST00000458059.3	CTD nuclear envelope phosphatase 1 regulatory subunit 1 	546	1	0	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.63	-0.63	0.66	2007, 2009, 2011
RNFT1	ENST00000442346.2	ring finger protein, transmembrane 1 	6	1	0	1	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.63	-0.63	ORF	
ASPA	ENST00000263080.2	aspartoacylase 	5	2	2	0	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.61	-0.61	0.95	2009, 2011
GXYLT1	ENST00000398675.3	glucoside xylosyltransferase 1 	126	3	1	1	1	1	0	0	1	2	hsa-miR-124-3p.1	-0.61	-0.63	> 0.99	2009, 2011
BMP6	ENST00000283147.6	bone morphogenetic protein 6 	1070	2	1	0	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.61	-0.61	0.96	2007, 2009, 2011
SLC31A2	ENST00000259392.3	solute carrier family 31 (copper transporter), member 2 	110	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.59	-0.59	0.97	2007, 2009, 2011
CD164	ENST00000368961.5	CD164 molecule, sialomucin 	2038	2	2	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.59	-1.03	> 0.99	2007, 2009, 2011
TARBP1	ENST00000040877.1	TAR (HIV-1) RNA binding protein 1 	596	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.59	-0.59	0.78	2009, 2011
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	3	1	1	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.59	-0.72	> 0.99	2009, 2011
PPP1R13L	ENST00000360957.5	protein phosphatase 1, regulatory subunit 13 like 	68	2	0	1	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.59	-0.59	0.97	2007, 2009, 2011
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	2	0	2	0	2	0	0	2	1	hsa-miR-124-3p.1	-0.59	-0.61	0.99	2011
DHRS1	ENST00000288111.7	dehydrogenase/reductase (SDR family) member 1 	82	1	0	1	0	1	0	0	1	0	hsa-miR-124-3p.1	-0.59	-0.59	0.38	2009, 2011
TTL	ENST00000233336.6	tubulin tyrosine ligase 	442	2	2	0	0	1	0	0	1	5	hsa-miR-124-3p.1	-0.58	-0.63	> 0.99	2007, 2009, 2011
MITF	ENST00000328528.6	microphthalmia-associated transcription factor 	593	2	1	0	1	0	0	0	0	1	hsa-miR-124-3p.1	-0.58	-0.61	> 0.99	2011
PI4K2B	ENST00000264864.6	phosphatidylinositol 4-kinase type 2 beta 	931	2	0	1	1	1	0	0	1	1	hsa-miR-124-3p.1	-0.58	-0.62	0.96	2007, 2009, 2011
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.58	-0.60	0.97	2007, 2009, 2011
LRRC1	ENST00000370888.1	leucine rich repeat containing 1 	343	2	2	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.58	-0.84	> 0.99	2007, 2009, 2011
SLC16A1	ENST00000369626.3	solute carrier family 16 (monocarboxylate transporter), member 1 	707	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.58	-0.58	0.99	2007, 2009, 2011
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	2	0	2	0	2	0	0	2	3	hsa-miR-124-3p.1	-0.58	-0.58	0.98	2007, 2009, 2011
IQGAP1	ENST00000268182.5	IQ motif containing GTPase activating protein 1 	5523	1	1	0	0	1	0	1	0	2	hsa-miR-124-3p.1	-0.58	-0.58	0.89	2007, 2009, 2011
CBX2	ENST00000310942.4	chromobox homolog 2 	1816	2	0	2	0	0	0	0	0	4	hsa-miR-124-3p.1	-0.58	-0.58	> 0.99	2007, 2009, 2011
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	1	0	1	0	1	0	0	1	3	hsa-miR-124-3p.1	-0.57	-0.57	0.95	2011
FOXQ1	ENST00000296839.2	forkhead box Q1 	181	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.57	-0.57	0.88	2007, 2009, 2011
KIAA1671	ENST00000401395.1	KIAA1671 	549	4	0	2	2	0	0	0	0	1	hsa-miR-124-3p.1	-0.57	-0.58	> 0.99	2011
VAT1	ENST00000355653.3	vesicle amine transport 1 	2844	2	1	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.57	-0.57	> 0.99	2007, 2009, 2011
TMEM256-PLSCR3	ENST00000324822.11	TMEM256-PLSCR3 readthrough (NMD candidate) 	976	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.56	-0.56	0.83	2007, 2009, 2011
CREBRF	ENST00000540014.1	CREB3 regulatory factor 	24	2	1	1	0	0	0	0	0	4	hsa-miR-124-3p.1	-0.56	-0.57	> 0.99	2007, 2009, 2011
GNG10	ENST00000374293.4	guanine nucleotide binding protein (G protein), gamma 10 	407	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.56	-0.56	0.89	2007, 2009, 2011
IL11	ENST00000264563.2	interleukin 11 	483	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.56	-0.56	0.96	2009, 2011
POLR3G	ENST00000504930.1	polymerase (RNA) III (DNA directed) polypeptide G (32kD) 	67	1	1	0	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.56	-0.58	0.90	2007, 2009, 2011
ECI2	ENST00000380118.3	enoyl-CoA delta isomerase 2 	176	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.56	-0.57	0.72	2011
TMED1	ENST00000214869.2	transmembrane emp24 protein transport domain containing 1 	55	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.56	-0.58	0.91	2007, 2009, 2011
FRMD8	ENST00000317568.5	FERM domain containing 8 	1094	1	1	0	0	1	0	1	0	3	hsa-miR-124-3p.1	-0.56	-0.56	0.85	2009, 2011
STT3A	ENST00000392708.4	STT3A, subunit of the oligosaccharyltransferase complex (catalytic) 	3595	1	1	0	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.55	-0.68	0.98	2011
ATP6V0E1	ENST00000519374.1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 	1195	1	0	0	1	1	0	0	1	4	hsa-miR-124-3p.1	-0.55	-0.63	0.86	2007, 2009, 2011
EDEM1	ENST00000256497.4	ER degradation enhancer, mannosidase alpha-like 1 	948	2	1	1	0	1	0	0	1	2	hsa-miR-124-3p.1	-0.55	-0.57	0.99	2007, 2009, 2011
EYA4	ENST00000367895.5	eyes absent homolog 4 (Drosophila) 	242	2	2	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.55	-0.62	> 0.99	2007, 2009, 2011
CBL	ENST00000264033.4	Cbl proto-oncogene, E3 ubiquitin protein ligase 	309	3	0	3	0	2	0	1	1	9	hsa-miR-124-3p.1	-0.55	-0.55	> 0.99	2011
C10orf12	ENST00000286067.2	chromosome 10 open reading frame 12 	49	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.55	-0.55	0.98	2007, 2009, 2011
PCDH8	ENST00000377942.3	protocadherin 8 	11	1	1	0	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.55	-0.55	0.98	2007, 2009, 2011
NAT8L	ENST00000331662.3	N-acetyltransferase 8-like (GCN5-related, putative) 	220	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.55	-0.59	> 0.99	2011
BLOC1S6	ENST00000220531.3	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin 	1754	1	1	0	0	0	0	0	0	5	hsa-miR-124-3p.1	-0.55	-0.55	0.97	2007, 2009, 2011
CTSH	ENST00000220166.5	cathepsin H 	1101	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.55	-0.59	0.63	
CHP1	ENST00000334660.5	calcineurin-like EF-hand protein 1 	2051	1	1	0	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.54	-0.54	0.98	2007, 2009, 2011
LMAN2L	ENST00000264963.4	lectin, mannose-binding 2-like 	355	2	0	1	1	1	0	0	1	2	hsa-miR-124-3p.1	-0.54	-0.56	0.98	2007, 2009, 2011
ZSCAN22	ENST00000329665.4	zinc finger and SCAN domain containing 22 	45	2	0	2	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.54	-0.54	0.85	2007, 2009, 2011
GALNT10	ENST00000297107.6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) 	3445	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.54	-0.55	> 0.99	2007, 2009, 2011
TTC7A	ENST00000319190.5	tetratricopeptide repeat domain 7A 	400	1	0	1	0	2	0	2	0	1	hsa-miR-124-3p.1	-0.54	-0.55	0.86	2007, 2009, 2011
PARP16	ENST00000261888.6	poly (ADP-ribose) polymerase family, member 16 	97	1	1	0	0	0	0	0	0	4	hsa-miR-124-3p.1	-0.54	-0.54	0.96	2007, 2009, 2011
SLC30A2	ENST00000374278.3	solute carrier family 30 (zinc transporter), member 2 	5	1	0	1	0	2	1	1	0	1	hsa-miR-124-3p.1	-0.54	-0.54	0.50	2011
SLC16A13	ENST00000308027.6	solute carrier family 16, member 13 	137	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.53	-0.57	0.97	2011
ALG2	ENST00000476832.1	ALG2, alpha-1,3/1,6-mannosyltransferase 	1301	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.53	-0.61	0.85	2007, 2009, 2011
CTNND1	ENST00000524630.1	catenin (cadherin-associated protein), delta 1 	743	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.53	-0.53	> 0.99	2009, 2011
RAD17	ENST00000361732.2	RAD17 homolog (S. pombe) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.53	-0.53	0.90	2011
MAP2K4	ENST00000415385.3	mitogen-activated protein kinase kinase 4 	80	1	0	0	1	1	0	1	0	3	hsa-miR-124-3p.1	-0.53	-0.53	0.82	2007, 2009, 2011
PGRMC2	ENST00000296425.5	progesterone receptor membrane component 2 	2089	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.53	-0.63	0.97	2007, 2009, 2011
SNTB2	ENST00000336278.4	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) 	254	2	0	2	0	0	0	0	0	6	hsa-miR-124-3p.1	-0.53	-0.54	> 0.99	2007, 2009, 2011
RAB3D	ENST00000222120.3	RAB3D, member RAS oncogene family 	111	2	0	2	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.53	-0.54	0.98	2007, 2009, 2011
KCNK10	ENST00000340700.5	potassium channel, subfamily K, member 10 	5	1	1	0	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.53	-0.53	0.99	2007, 2009, 2011
RARG	ENST00000425354.2	retinoic acid receptor, gamma 	21	2	0	2	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.53	-0.53	0.94	2007, 2009, 2011
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	1	1	0	0	2	0	1	1	1	hsa-miR-124-3p.1	-0.53	-0.61	0.98	
PTBP3	ENST00000374257.1	polypyrimidine tract binding protein 3 	214	2	1	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.52	-0.75	0.99	2007, 2009, 2011
PTTG1IP	ENST00000397887.3	pituitary tumor-transforming 1 interacting protein 	1170	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.52	-0.62	0.94	2007, 2009, 2011
TBX19	ENST00000367821.3	T-box 19 	16	1	0	1	0	1	1	0	0	1	hsa-miR-124-3p.1	-0.52	-0.52	0.62	2007
FRMD4B	ENST00000398540.3	FERM domain containing 4B 	12	2	1	1	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.52	-0.56	> 0.99	2009, 2011
TOR3A	ENST00000367627.3	torsin family 3, member A 	217	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.52	-0.52	0.91	2007, 2009, 2011
TMEM109	ENST00000227525.3	transmembrane protein 109 	4675	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.52	-0.52	0.97	2007, 2009, 2011
TCTA	ENST00000273590.3	T-cell leukemia translocation altered 	204	1	1	0	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.52	-0.52	0.70	2009, 2011
SDF2L1	ENST00000248958.4	stromal cell-derived factor 2-like 1 	1236	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.52	-0.52	0.82	2007, 2009, 2011
ELK3	ENST00000228741.3	ELK3, ETS-domain protein (SRF accessory protein 2) 	2719	2	0	1	1	0	0	0	0	0	hsa-miR-124-3p.1	-0.52	-0.52	> 0.99	2007, 2009, 2011
MDK	ENST00000359803.3	midkine (neurite growth-promoting factor 2) 	3536	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.52	-0.52	0.90	2007, 2009, 2011
SMAD5	ENST00000545279.1	SMAD family member 5 	225	2	0	2	0	1	0	1	0	0	hsa-miR-124-3p.1	-0.52	-0.75	0.92	2007, 2009, 2011
MYZAP	ENST00000267853.5	myocardial zonula adherens protein 	10	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.52	-0.52	0.81	
FAM129B	ENST00000373314.3	family with sequence similarity 129, member B 	516	2	0	2	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.51	-0.51	0.98	2007, 2009, 2011
MIB1	ENST00000261537.6	mindbomb E3 ubiquitin protein ligase 1 	897	2	0	2	0	0	0	0	0	4	hsa-miR-124-3p.1	-0.51	-0.52	> 0.99	2011
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	3	1	2	0	1	0	0	1	1	hsa-miR-124-3p.1	-0.51	-0.86	> 0.99	2007, 2009, 2011
GPT2	ENST00000340124.4	glutamic pyruvate transaminase (alanine aminotransferase) 2 	1750	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.51	-0.68	0.98	2007, 2009, 2011
EVI5	ENST00000370331.1	ecotropic viral integration site 5 	172	2	0	2	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.51	-0.65	> 0.99	2007, 2009, 2011
WASF2	ENST00000536657.1	WAS protein family, member 2 	311	1	0	1	0	0	0	0	0	5	hsa-miR-124-3p.1	-0.51	-0.52	0.93	2011
DNAJC25-GNG10	ENST00000374294.3	DNAJC25-GNG10 readthrough 	407	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.51	-0.51	0.89	2007, 2009, 2011
VIM	ENST00000224237.5	vimentin 	31747	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.51	-0.51	0.86	2007, 2009, 2011
LYSMD3	ENST00000509384.1	LysM, putative peptidoglycan-binding, domain containing 3 	92	2	0	0	2	1	0	1	0	1	hsa-miR-124-3p.1	-0.51	-0.54	0.97	2007, 2009, 2011
APLN	ENST00000307484.6	apelin 	48	1	0	1	0	2	0	0	2	1	hsa-miR-124-3p.1	-0.50	-0.55	0.85	2007, 2009, 2011
ZKSCAN8	ENST00000330236.6	zinc finger with KRAB and SCAN domains 8 	281	2	1	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.50	-0.52	0.96	2009, 2011
SCAMP2	ENST00000268099.9	secretory carrier membrane protein 2 	101	1	1	0	0	2	0	1	1	2	hsa-miR-124-3p.1	-0.50	-0.51	0.95	2007, 2009, 2011
CTDSP2	ENST00000398073.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 	991	2	0	1	1	0	0	0	0	3	hsa-miR-124-3p.1	-0.50	-0.52	0.99	2007, 2009, 2011
THAP2	ENST00000308086.2	THAP domain containing, apoptosis associated protein 2 	109	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.50	-0.58	0.98	2007, 2009, 2011
TSPAN15	ENST00000373290.2	tetraspanin 15 	15	2	0	2	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.50	-0.50	0.99	2009, 2011
DNAJC25	ENST00000556107.1	DnaJ (Hsp40) homolog, subfamily C , member 25 	407	1	0	1	0	0	0	0	0	2	hsa-miR-124-3p.1	-0.50	-0.50	0.80	
C3orf38	ENST00000486971.1	chromosome 3 open reading frame 38 	683	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.49	-0.49	0.89	2011
HRCT1	ENST00000354323.2	histidine rich carboxyl terminus 1 	13	1	1	0	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.49	-0.49	< 0.1	2009, 2011
RBMS1	ENST00000348849.3	RNA binding motif, single stranded interacting protein 1 	90	2	0	1	1	0	0	0	0	2	hsa-miR-124-3p.1	-0.49	-0.49	0.98	2007, 2009, 2011
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	1	1	0	0	2	0	1	1	1	hsa-miR-124-3p.1	-0.49	-0.55	0.98	2007, 2009, 2011
SLC30A7	ENST00000370112.4	solute carrier family 30 (zinc transporter), member 7 	204	1	0	1	0	1	0	1	0	4	hsa-miR-124-3p.1	-0.49	-0.59	0.95	2011
SLC35G1	ENST00000371408.3	solute carrier family 35, member G1 	227	1	0	1	0	1	1	0	0	2	hsa-miR-124-3p.1	-0.49	-0.59	0.90	2007, 2009, 2011
SFT2D2	ENST00000271375.4	SFT2 domain containing 2 	97	1	0	1	0	1	0	0	1	4	hsa-miR-124-3p.1	-0.49	-0.65	0.96	2007, 2009, 2011
TFEB	ENST00000230323.4	transcription factor EB 	5	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.49	-0.49	0.88	2007, 2009, 2011
EIF3B	ENST00000397011.2	eukaryotic translation initiation factor 3, subunit B 	315	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.49	-0.49	0.93	2007, 2009, 2011
NME4	ENST00000219479.2	NME/NM23 nucleoside diphosphate kinase 4 	4249	1	0	1	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.48	-0.48	0.92	2007, 2009, 2011
PROX1	ENST00000366958.4	prospero homeobox 1 	131	2	0	2	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.48	-0.50	0.99	
SMOX	ENST00000339123.6	spermine oxidase 	289	1	0	1	0	0	0	0	0	3	hsa-miR-124-3p.1	-0.48	-0.48	0.86	2007, 2009, 2011
ARPC1B	ENST00000252725.5	actin related protein 2/3 complex, subunit 1B, 41kDa 	62	1	0	1	0	0	0	0	0	1	hsa-miR-124-3p.1	-0.48	-0.48	0.67	2009, 2011
MAPK14	ENST00000229795.3	mitogen-activated protein kinase 14 	1191	1	1	0	0	1	1	0	0	3	hsa-miR-124-3p.1	-0.48	-0.53	0.98	2007, 2009, 2011
FPGS	ENST00000373245.1	folylpolyglutamate synthase 	117	1	0	1	0	2	0	2	0	1	hsa-miR-124-3p.1	-0.48	-0.48	0.93	2009, 2011
QSER1	ENST00000399302.2	glutamine and serine rich 1 	34	3	1	1	1	0	0	0	0	0	hsa-miR-124-3p.1	-0.48	-0.53	> 0.99	2007, 2009, 2011
PIM1	ENST00000373509.5	pim-1 oncogene 	2041	1	0	1	0	1	0	1	0	1	hsa-miR-124-3p.1	-0.48	-0.48	0.80	2007, 2009, 2011
TMEM104	ENST00000335464.5	transmembrane protein 104 	657	2	0	2	0	0	0	0	0	0	hsa-miR-124-3p.1	-0.48	-0.48	> 0.99	2007, 2009, 2011
