Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PHLDB2	ENST00000431670.2	pleckstrin homology-like domain, family B, member 2 	588	2	2	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.48	-0.49	0.36	2005, 2007, 2009, 2011
SCRIB	ENST00000356994.2	scribbled planar cell polarity protein 	16	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.48	-0.48	0.93	2005, 2007, 2009, 2011
TNFAIP8	ENST00000504771.2	tumor necrosis factor, alpha-induced protein 8 	608	1	1	0	0	1	1	0	0	3	hsa-miR-9-5p	-0.48	-0.60	0.95	2009, 2011
RNF150	ENST00000515673.2	ring finger protein 150 	518	3	1	1	1	2	0	0	2	2	hsa-miR-9-5p	-0.48	-0.56	> 0.99	2005, 2007, 2011
NID2	ENST00000216286.5	nidogen 2 (osteonidogen) 	4292	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.48	-0.50	< 0.1	2005, 2007, 2009, 2011
NXPE3	ENST00000422132.1	neurexophilin and PC-esterase domain family, member 3 	630	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.47	-0.51	0.95	2005, 2007, 2009, 2011
LEPRE1	ENST00000236040.4	leucine proline-enriched proteoglycan (leprecan) 1 	4638	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.47	-0.47	0.58	2011
CALB2	ENST00000349553.5	calbindin 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.47	-0.47	0.92	2009, 2011
FOXN2	ENST00000340553.3	forkhead box N2 	441	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.47	-0.47	0.96	2007, 2009, 2011
MDGA2	ENST00000439988.3	MAM domain-containing glycosylphosphatidylinositol anchor protein 2  	0	2	2	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.47	-0.47	0.92	
KLF5	ENST00000377687.4	Kruppel-like factor 5 (intestinal) 	161	2	0	2	0	0	0	0	0	0	hsa-miR-9-5p	-0.47	-0.47	0.82	2005, 2007, 2009, 2011
LEP	ENST00000308868.4	leptin 	5	1	1	0	0	1	0	0	1	1	hsa-miR-9-5p	-0.46	-0.46	0.75	2009, 2011
HMGA2	ENST00000403681.2	high mobility group AT-hook 2 	8021	1	1	0	0	1	0	1	0	0	hsa-miR-9-5p	-0.46	-0.46	0.88	2005, 2007, 2009, 2011
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.46	-0.46	0.95	2005, 2007, 2009, 2011
MAEA	ENST00000303400.4	macrophage erythroblast attacher 	5906	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.45	-0.45	0.95	2007, 2009, 2011
PCGF6	ENST00000337211.4	polycomb group ring finger 6 	5	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.45	-0.45	0.92	2005, 2007, 2009, 2011
ENPEP	ENST00000265162.5	glutamyl aminopeptidase (aminopeptidase A) 	10	2	1	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.44	-0.54	0.99	2009, 2011
SMARCD2	ENST00000448276.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 	144	2	0	2	0	0	0	0	0	1	hsa-miR-9-5p	-0.44	-0.44	0.92	2003, 2007, 2009, 2011
RHOA	ENST00000454011.2	ras homolog family member A 	8507	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.44	-0.44	ORF	
EMB	ENST00000303221.5	embigin 	17	1	1	0	0	1*	0	0	0	2	hsa-miR-9-5p	-0.44	-0.44	0.95	2005, 2007, 2009, 2011
ARMCX2	ENST00000330154.2	armadillo repeat containing, X-linked 2 	531	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.44	-0.51	0.76	2005, 2007, 2009, 2011
MYOCD	ENST00000425538.1	myocardin 	62	2	1	1	0	1	0	0	1	1	hsa-miR-9-5p	-0.44	-0.57	0.98	2011
UBE3C	ENST00000348165.5	ubiquitin protein ligase E3C 	1332	2	1	1	0	0	0	0	0	1	hsa-miR-9-5p	-0.44	-0.48	> 0.99	2005, 2007, 2009, 2011
FOXP2	ENST00000408937.3	forkhead box P2 	169	2	0	2	0	0	0	0	0	0	hsa-miR-9-5p	-0.43	-0.43	0.98	2009, 2011
FYTTD1	ENST00000241502.4	forty-two-three domain containing 1 	891	1	1	0	0	0	0	0	0	3	hsa-miR-9-5p	-0.43	-0.43	0.96	2005, 2007, 2009, 2011
YPEL2	ENST00000312655.4	yippee-like 2 (Drosophila) 	62	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.43	-0.43	0.88	2005, 2007, 2009, 2011
MTMR2	ENST00000346299.5	myotubularin related protein 2 	625	1	1	0	0	1	0	0	1	1	hsa-miR-9-5p	-0.43	-0.51	0.97	2011
SHC2	ENST00000264554.6	SHC (Src homology 2 domain containing) transforming protein 2 	600	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.43	-0.43	0.95	2007, 2009, 2011
PIRT	ENST00000580256.2	phosphoinositide-interacting regulator of transient receptor potential channels 	5	1	0	0	1	2	1	0	1	0	hsa-miR-9-5p	-0.43	-0.43	0.69	2011
FOXP4	ENST00000373063.3	forkhead box P4 	228	2	1	1	0	1	0	0	1	1	hsa-miR-9-5p	-0.43	-0.46	> 0.99	2005, 2007, 2009, 2011
MYH1	ENST00000226207.5	myosin, heavy chain 1, skeletal muscle, adult 	5	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.43	-0.43	< 0.1	2005, 2007
TRIM71	ENST00000383763.5	tripartite motif containing 71, E3 ubiquitin protein ligase 	67	3	2	1	0	1	0	0	1	2	hsa-miR-9-5p	-0.43	-0.48	> 0.99	
CMTR2	ENST00000338099.5	cap methyltransferase 2 	259	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.43	-0.43	0.79	2005, 2007, 2009, 2011
AP3B1	ENST00000255194.6	adaptor-related protein complex 3, beta 1 subunit 	180	1	1	0	0	1	0	1	0	0	hsa-miR-9-5p	-0.43	-0.45	0.96	2011
DOK6	ENST00000382713.5	docking protein 6 	8	2	2	0	0	1	1	0	0	1	hsa-miR-9-5p	-0.42	-0.42	0.98	2011
RHOQ	ENST00000238738.4	ras homolog family member Q 	179	1	1	0	0	0	0	0	0	2	hsa-miR-9-5p	-0.42	-0.51	0.93	2007, 2011
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	2	0	0	2	2	0	1	1	0	hsa-miR-9-5p	-0.42	-0.49	0.96	2005, 2007, 2009, 2011
HN1L	ENST00000248098.3	hematological and neurological expressed 1-like 	1302	2	2	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.42	-0.46	0.91	2007, 2009, 2011
ANO1	ENST00000355303.5	anoctamin 1, calcium activated chloride channel 	78	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.42	-0.42	0.95	2005, 2007, 2009, 2011
CCDC43	ENST00000457422.2	coiled-coil domain containing 43 	36	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.42	-0.42	0.95	2007, 2009, 2011
FAM19A5	ENST00000358295.5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5 	14	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.42	-0.42	0.95	2005, 2007, 2009, 2011
KCNMB2	ENST00000432997.1	potassium large conductance calcium-activated channel, subfamily M, beta member 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.42	-0.42	0.88	2005, 2007, 2009, 2011
PRDM1	ENST00000369089.3	PR domain containing 1, with ZNF domain 	48	3	0	2	1	0	0	0	0	2	hsa-miR-9-5p	-0.42	-0.54	0.99	2005, 2007, 2009, 2011
SLC35B3	ENST00000379660.4	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3 	83	1	0	1	0	0	0	0	0	3	hsa-miR-9-5p	-0.42	-0.42	0.92	2005, 2007, 2009, 2011
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	2	1	1	0	0	0	0	0	2	hsa-miR-9-5p	-0.41	-0.46	0.99	
DENND2C	ENST00000393276.3	DENN/MADD domain containing 2C 	51	1	0	0	1	0	0	0	0	2	hsa-miR-9-5p	-0.41	-0.41	0.75	
LURAP1L	ENST00000319264.3	leucine rich adaptor protein 1-like 	266	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.41	-0.41	0.75	2005, 2007, 2011
PI4K2A	ENST00000370631.3	phosphatidylinositol 4-kinase type 2 alpha 	1489	2	1	1	0	0	0	0	0	2	hsa-miR-9-5p	-0.41	-0.45	0.99	2005, 2007, 2009, 2011
EIF4E3	ENST00000425534.3	eukaryotic translation initiation factor 4E family member 3 	475	1	1	0	0	3	1	1	1	1	hsa-miR-9-5p	-0.41	-0.43	0.94	2009, 2011
TOMM20	ENST00000366607.4	translocase of outer mitochondrial membrane 20 homolog (yeast) 	674	1	0	1	0	1	0	0	1	1	hsa-miR-9-5p	-0.41	-0.41	0.83	2009, 2011
DLX3	ENST00000434704.2	distal-less homeobox 3 	5	1	1	0	0	2	0	1	1	0	hsa-miR-9-5p	-0.41	-0.41	0.78	2005, 2007, 2009, 2011
SEC23IP	ENST00000369075.3	SEC23 interacting protein 	765	2	0	2	0	0	0	0	0	0	hsa-miR-9-5p	-0.40	-0.47	0.99	2011
NTNG1	ENST00000370067.1	netrin G1 	5	2	1	1	0	1	0	1	0	1	hsa-miR-9-5p	-0.40	-0.40	0.89	2005, 2007, 2009, 2011
SNX7	ENST00000306121.3	sorting nexin 7 	4601	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.40	-0.40	0.55	2005, 2007, 2009, 2011
PRRX1	ENST00000367760.3	paired related homeobox 1 	57	1	1	0	0	2	0	0	2	1	hsa-miR-9-5p	-0.40	-0.45	0.44	2005, 2007, 2009, 2011
WASF2	ENST00000536657.1	WAS protein family, member 2 	311	1	1	0	0	1	1	0	0	5	hsa-miR-9-5p	-0.40	-0.41	0.95	2009, 2011
ANP32B	ENST00000339399.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	1003	2	0	0	2	1	1	0	0	0	hsa-miR-9-5p	-0.40	-0.67	0.97	2005, 2007, 2011
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	2	1	1	0	0	0	0	0	2	hsa-miR-9-5p	-0.40	-0.49	0.93	2005, 2007, 2009, 2011
GPR137C	ENST00000321662.6	G protein-coupled receptor 137C 	110	1	1	0	0	0	0	0	0	2	hsa-miR-9-5p	-0.40	-0.44	0.96	2009, 2011
ITGB4	ENST00000200181.3	integrin, beta 4 	93	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.40	-0.40	0.88	2009, 2011
NUS1	ENST00000368494.3	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) 	302	1	0	1	0	1	0	1	0	1	hsa-miR-9-5p	-0.39	-0.39	0.56	2009, 2011
CPEB2	ENST00000538197.1	cytoplasmic polyadenylation element binding protein 2 	367	2	1	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.39	-0.41	0.99	2005, 2007, 2009, 2011
ARID3B	ENST00000346246.5	AT rich interactive domain 3B (BRIGHT-like) 	11	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.39	-0.39	0.95	2005, 2007, 2009, 2011
GDNF	ENST00000326524.2	glial cell derived neurotrophic factor 	7	1	0	1	0	0	0	0	0	1	hsa-miR-9-5p	-0.39	-0.39	0.92	2011
TMEM109	ENST00000227525.3	transmembrane protein 109 	4675	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.39	-0.39	0.92	2007, 2009, 2011
TBPL1	ENST00000237264.4	TBP-like 1 	69	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.38	-0.39	0.95	2005, 2007, 2009, 2011
ACOT7	ENST00000608083.1	acyl-CoA thioesterase 7 	141	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.38	-0.39	0.90	2007, 2009, 2011
TAL2	ENST00000334077.3	T-cell acute lymphocytic leukemia 2 	21	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.38	-0.52	0.96	
SUDS3	ENST00000397564.2	suppressor of defective silencing 3 homolog (S. cerevisiae) 	224	2	0	1	1	1	0	1	0	0	hsa-miR-9-5p	-0.38	-0.50	0.96	2009, 2011
HIST1H2AI	ENST00000358739.3	histone cluster 1, H2ai 	11	1	0	1	0	0	0	0	0	2	hsa-miR-9-5p	-0.38	-0.41	0.57	2009, 2011
CCAR2	ENST00000308511.4	cell cycle and apoptosis regulator 2 	9525	1	0	1	0	0	0	0	0	1	hsa-miR-9-5p	-0.38	-0.38	0.88	2005, 2007, 2009, 2011
VWA7	ENST00000375686.3	von Willebrand factor A domain containing 7 	53	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.38	-0.43	< 0.1	
PLBD1	ENST00000240617.5	phospholipase B domain containing 1 	303	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.38	-0.38	0.52	2011
GCH1	ENST00000491895.2	GTP cyclohydrolase 1 	502	1	1	0	0	1	0	1	0	0	hsa-miR-9-5p	-0.38	-0.40	0.87	2005, 2007, 2009, 2011
GOT1	ENST00000370508.5	glutamic-oxaloacetic transaminase 1, soluble 	2393	2	0	1	1	0	0	0	0	1	hsa-miR-9-5p	-0.38	-0.58	0.97	2005, 2007, 2009, 2011
DACT3	ENST00000300875.4	dishevelled-binding antagonist of beta-catenin 3 	59	2	0	0	2	0	0	0	0	0	hsa-miR-9-5p	-0.38	-0.38	0.96	2007, 2009, 2011
CCDC138	ENST00000412964.2	coiled-coil domain containing 138 	339	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.38	-0.38	0.42	2009
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.37	-0.38	0.89	2005, 2007, 2009, 2011
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	1	0	2	0	0	2	0	hsa-miR-9-5p	-0.37	-0.39	0.90	2011
OGDHL	ENST00000374103.4	oxoglutarate dehydrogenase-like 	7	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.37	-0.37	0.79	2009, 2011
ATL2	ENST00000378954.4	atlastin GTPase 2 	1135	1	0	1	0	0	0	0	0	1	hsa-miR-9-5p	-0.37	-0.38	0.83	2011
GRHL1	ENST00000405379.2	grainyhead-like 1 (Drosophila) 	147	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.37	-0.37	0.73	2007
RASSF3	ENST00000542104.1	Ras association (RalGDS/AF-6) domain family member 3 	461	1	1	0	0	1	0	0	1	0	hsa-miR-9-5p	-0.37	-0.39	0.94	2011
DIXDC1	ENST00000440460.2	DIX domain containing 1 	307	1	1	0	0	0	0	0	0	2	hsa-miR-9-5p	-0.37	-0.37	0.66	2005, 2007, 2009, 2011
C1QL1	ENST00000253407.3	complement component 1, q subcomponent-like 1 	14	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.37	-0.37	0.85	2005, 2007, 2009, 2011
ALCAM	ENST00000306107.5	activated leukocyte cell adhesion molecule 	371	2	0	2	0	0	0	0	0	1	hsa-miR-9-5p	-0.37	-0.45	0.93	2007, 2009, 2011
MUM1L1	ENST00000357175.2	melanoma associated antigen (mutated) 1-like 1 	50	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.36	-0.36	0.85	2005, 2007, 2009, 2011
CREG2	ENST00000324768.5	cellular repressor of E1A-stimulated genes 2 	38	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.36	-0.52	0.93	
OPN3	ENST00000366554.2	opsin 3 	208	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.36	-0.42	0.81	2009, 2011
SPECC1L	ENST00000314328.9	sperm antigen with calponin homology and coiled-coil domains 1-like 	3720	1	0	1	0	1	0	1	0	0	hsa-miR-9-5p	-0.36	-0.36	0.92	2007, 2009, 2011
VRTN	ENST00000256362.4	vertebrae development associated 	5	1	1	0	0	0	0	0	0	1	hsa-miR-9-5p	-0.36	-0.36	< 0.1	2009, 2011
ALAD	ENST00000409155.3	aminolevulinate dehydratase 	1922	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.36	-0.36	0.91	2009, 2011
M6PR	ENST00000000412.3	mannose-6-phosphate receptor (cation dependent) 	46	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.36	-0.36	0.82	2005, 2007, 2011
IGFBP3	ENST00000381086.5	insulin-like growth factor binding protein 3 	1857	1	0	1	0	0	0	0	0	0	hsa-miR-9-5p	-0.36	-0.36	0.84	2009, 2011
PTAR1	ENST00000377200.5	protein prenyltransferase alpha subunit repeat containing 1 	161	2	0	2	0	1	0	0	1	3	hsa-miR-9-5p	-0.36	-0.43	0.94	2009, 2011
PRPS2	ENST00000380668.5	phosphoribosyl pyrophosphate synthetase 2 	739	1	0	1	0	0	0	0	0	1	hsa-miR-9-5p	-0.35	-0.36	0.79	2009, 2011
EHD4	ENST00000220325.4	EH-domain containing 4 	515	2	1	0	1	1	0	1	0	2	hsa-miR-9-5p	-0.35	-0.36	0.97	2005, 2007, 2009, 2011
LRCH4	ENST00000310300.6	leucine-rich repeats and calponin homology (CH) domain containing 4 	248	1	1	0	0	0	0	0	0	0	hsa-miR-9-5p	-0.35	-0.35	0.78	2005, 2007, 2009, 2011
