Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	2	0	2	0	1	0	0	1	2	rno-miR-124-3p	-0.35	-0.35	> 0.99	2007, 2009, 2011
SPTLC1	ENST00000262554.2	serine palmitoyltransferase, long chain base subunit 1 	2578	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.35	-0.36	0.92	2011
STOM	ENST00000286713.2	stomatin 	444	1	0	1	0	1	0	1	0	0	rno-miR-124-3p	-0.35	-0.46	0.89	
IRF2BPL	ENST00000238647.3	interferon regulatory factor 2 binding protein-like 	2145	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.35	-0.35	0.89	2007, 2009, 2011
PAM	ENST00000438793.3	peptidylglycine alpha-amidating monooxygenase 	17149	1	0	1	0	1	1	0	0	0	rno-miR-124-3p	-0.35	-0.54	0.94	2007, 2009, 2011
PTPRZ1	ENST00000393386.2	protein tyrosine phosphatase, receptor-type, Z polypeptide 1 	7	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.35	-0.35	0.89	2007, 2009, 2011
PIP4K2C	ENST00000354947.5	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma 	457	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.35	-0.36	0.91	2007, 2009, 2011
RASD2	ENST00000216127.4	RASD family, member 2 	10	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.96	2009, 2011
TSKU	ENST00000333090.4	tsukushi, small leucine rich proteoglycan 	293	1	0	1	0	1	1	0	0	3	rno-miR-124-3p	-0.34	-0.48	0.93	2007, 2009, 2011
SH3BP5L	ENST00000366472.5	SH3-binding domain protein 5-like 	379	2	0	1	1	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.92	2007, 2009, 2011
SLC35A4	ENST00000323146.3	solute carrier family 35, member A4 	334	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.89	2007, 2009, 2011
SGMS1	ENST00000361781.2	sphingomyelin synthase 1 	100	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.89	2007, 2009, 2011
PDE4B	ENST00000371045.5	phosphodiesterase 4B, cAMP-specific 	127	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.87	2007, 2009, 2011
SPOCK3	ENST00000357154.3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 	46	1	0	1	0	1	0	0	1	0	rno-miR-124-3p	-0.34	-0.34	0.82	2007, 2009, 2011
SMAD5	ENST00000545279.1	SMAD family member 5 	225	1	0	1	0	4	0	3	1	1	rno-miR-124-3p	-0.34	-0.47	0.58	2007, 2011
CCND2	ENST00000261254.3	cyclin D2 	66	1	1	0	0	1	0	1	0	4	rno-miR-124-3p	-0.34	-0.40	0.91	2007, 2009, 2011
FOSL2	ENST00000379619.1	FOS-like antigen 2 	2255	1	0	1	0	1	0	0	1	3	rno-miR-124-3p	-0.34	-0.38	0.93	
NUMA1	ENST00000351960.6	nuclear mitotic apparatus protein 1 	7	1	0	1	0	1	0	1	0	0	rno-miR-124-3p	-0.34	-0.34	0.90	2007, 2009, 2011
TMEM150A	ENST00000306353.3	transmembrane protein 150A 	814	1	0	1	0	1	0	0	1	0	rno-miR-124-3p	-0.34	-0.35	0.84	2007, 2009, 2011
SLC9A2	ENST00000233969.2	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2 	27	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.94	2007, 2009, 2011
NOL4	ENST00000261592.5	nucleolar protein 4 	12	1	0	0	1	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.84	2007, 2009, 2011
ALDH9A1	ENST00000354775.4	aldehyde dehydrogenase 9 family, member A1 	4094	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.81	2007, 2011
SPRY1	ENST00000394339.2	sprouty homolog 1, antagonist of FGF signaling (Drosophila) 	150	1	0	0	1	3	0	2	1	2	rno-miR-124-3p	-0.34	-0.55	0.87	2009, 2011
FAM76B	ENST00000358780.5	family with sequence similarity 76, member B 	186	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.39	0.84	2007, 2009, 2011
ITFG3	ENST00000399932.3	integrin alpha FG-GAP repeat containing 3 	1046	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.92	2007, 2009, 2011
RNF128	ENST00000324342.3	ring finger protein 128, E3 ubiquitin protein ligase 	17	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.76	2007, 2009, 2011
AP1M2	ENST00000590923.1	adaptor-related protein complex 1, mu 2 subunit 	26	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.91	
HIVEP2	ENST00000367604.1	human immunodeficiency virus type I enhancer binding protein 2 	137	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.89	2007, 2009, 2011
EGR1	ENST00000239938.4	early growth response 1 	1956	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.89	2007, 2009, 2011
PAQR8	ENST00000442253.2	progestin and adipoQ receptor family member VIII 	484	1	1	0	0	0	0	0	0	2	rno-miR-124-3p	-0.34	-0.41	0.96	2007, 2009, 2011
AHR	ENST00000242057.4	aryl hydrocarbon receptor 	25	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.98	2007, 2009, 2011
CLOCK	ENST00000309964.4	clock circadian regulator 	86	2	0	1	1	0	0	0	0	3	rno-miR-124-3p	-0.34	-0.34	0.97	2007, 2009, 2011
IQGAP2	ENST00000274364.6	IQ motif containing GTPase activating protein 2 	588	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.34	-0.34	0.94	2007
CRYBG3	ENST00000389622.2	beta-gamma crystallin domain containing 3 	46	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.74	2007, 2009
NRG1	ENST00000341377.5	neuregulin 1 	113	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.34	-0.35	0.89	2011
ZNF608	ENST00000504926.1	zinc finger protein 608 	22	2	0	0	2	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.95	2007, 2009, 2011
MST4	ENST00000394334.2	Serine/threonine-protein kinase MST4  	47	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.89	2007, 2009, 2011
CASQ2	ENST00000261448.5	calsequestrin 2 (cardiac muscle) 	5	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.85	2011
EGR2	ENST00000242480.3	early growth response 2 	5	2	0	1	1	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.96	2011
DACT1	ENST00000395153.3	dishevelled-binding antagonist of beta-catenin 1 	248	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.34	-0.34	0.89	2007, 2009, 2011
ZNF25	ENST00000302609.7	zinc finger protein 25 	11	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.34	-0.34	0.81	2007, 2009, 2011
SHKBP1	ENST00000291842.5	SH3KBP1 binding protein 1 	649	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.34	-0.34	0.68	2009, 2011
VEZF1	ENST00000584396.1	vascular endothelial zinc finger 1 	209	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.34	0.89	2007, 2009, 2011
PTPN11	ENST00000351677.2	protein tyrosine phosphatase, non-receptor type 11 	52	1	0	1	0	1	0	1	0	1	rno-miR-124-3p	-0.33	-0.33	0.91	2011
CPEB1	ENST00000450751.2	cytoplasmic polyadenylation element binding protein 1 	5	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.88	2007, 2009, 2011
PPM1F	ENST00000263212.5	protein phosphatase, Mg2+/Mn2+ dependent, 1F 	786	1	1	0	0	0	0	0	0	2	rno-miR-124-3p	-0.33	-0.45	0.98	2007, 2009, 2011
BCL11B	ENST00000357195.3	B-cell CLL/lymphoma 11B (zinc finger protein) 	73	2	0	2	0	0	0	0	0	1	rno-miR-124-3p	-0.33	-0.33	0.95	2007, 2009, 2011
FAM133B	ENST00000438306.1	family with sequence similarity 133, member B 	32	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.91	2007, 2009, 2011
PLEKHF2	ENST00000315367.3	pleckstrin homology domain containing, family F (with FYVE domain) member 2 	286	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.33	-0.33	0.76	2009, 2011
OSBPL3	ENST00000313367.2	oxysterol binding protein-like 3 	200	3	0	0	3	0	0	0	0	1	rno-miR-124-3p	-0.33	-0.41	> 0.99	2007, 2009, 2011
AXIN1	ENST00000262320.3	axin 1 	27	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.94	2007, 2009, 2011
AGBL4	ENST00000371839.1	ATP/GTP binding protein-like 4 	5	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.92	2011
MKX	ENST00000375790.5	mohawk homeobox 	165	1	0	1	0	1	0	0	1	2	rno-miR-124-3p	-0.33	-0.33	0.88	2007, 2009, 2011
LEMD3	ENST00000308330.2	LEM domain containing 3 	189	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.92	2007, 2009, 2011
GALNT4	ENST00000529983.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4) 	275	1	0	1	0	1	0	1	0	2	rno-miR-124-3p	-0.33	-0.33	0.90	2009
POC1B-GALNT4	ENST00000548729.1	POC1B-GALNT4 readthrough 	275	1	0	1	0	1	0	1	0	2	rno-miR-124-3p	-0.33	-0.33	0.90	
DLX2	ENST00000234198.4	distal-less homeobox 2 	653	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.88	2007, 2009, 2011
SOS2	ENST00000216373.5	son of sevenless homolog 2 (Drosophila) 	70	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.33	-0.33	0.85	2009, 2011
DLL4	ENST00000249749.5	delta-like 4 (Drosophila) 	605	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.65	2007, 2009, 2011
CDH9	ENST00000231021.4	cadherin 9, type 2 (T1-cadherin) 	7	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.84	2007, 2009, 2011
TRIM39	ENST00000396551.3	tripartite motif containing 39 	840	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.34	0.82	2011
PLOD3	ENST00000223127.3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 	904	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.88	2007, 2009, 2011
DCAKD	ENST00000452796.2	dephospho-CoA kinase domain containing 	842	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.84	2009, 2011
NAP1L3	ENST00000373079.3	nucleosome assembly protein 1-like 3 	5	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.76	2007, 2009, 2011
RBM38	ENST00000356208.5	RNA binding motif protein 38 	18	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	< 0.1	2009, 2011
FAM53B	ENST00000337318.3	family with sequence similarity 53, member B 	27	2	0	1	1	0	0	0	0	2	rno-miR-124-3p	-0.33	-0.33	0.99	2007, 2009, 2011
FMR1	ENST00000370471.3	fragile X mental retardation 1 	1155	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.88	2007, 2009, 2011
C9orf41	ENST00000376834.3	chromosome 9 open reading frame 41 	248	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.85	2007, 2009, 2011
TFAP4	ENST00000204517.6	transcription factor AP-4 (activating enhancer binding protein 4) 	13	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.33	-0.33	0.73	2007, 2009, 2011
RCOR1	ENST00000262241.6	REST corepressor 1 	403	2	0	1	1	0	0	0	0	1	rno-miR-124-3p	-0.33	-0.33	0.99	2007, 2009, 2011
CAPN6	ENST00000324068.1	calpain 6 	5	1	0	0	1	1	0	1	0	1	rno-miR-124-3p	-0.33	-0.33	0.77	2007, 2009, 2011
ITGB1	ENST00000396033.2	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) 	2098	2	0	2	0	1	0	1	0	1	rno-miR-124-3p	-0.32	-0.76	0.99	2007, 2009, 2011
ARHGEF37	ENST00000333677.6	Rho guanine nucleotide exchange factor (GEF) 37 	5	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.32	-0.32	0.89	2007, 2009, 2011
PRDM13	ENST00000369215.4	PR domain containing 13 	17	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.32	-0.32	0.92	2007, 2009, 2011
LRIG1	ENST00000273261.3	leucine-rich repeats and immunoglobulin-like domains 1 	241	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.33	0.98	2007, 2009, 2011
RYR1	ENST00000355481.4	ryanodine receptor 1 (skeletal) 	69	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.32	-0.32	0.75	2007, 2009, 2011
SLC39A9	ENST00000031146.4	solute carrier family 39, member 9 	824	3	0	1	2	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.46	> 0.99	2011
LYSMD3	ENST00000509384.1	LysM, putative peptidoglycan-binding, domain containing 3 	92	2	0	0	2	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.34	0.97	2007, 2009, 2011
ANO5	ENST00000324559.8	anoctamin 5 	12	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.32	0.93	2011
JAG1	ENST00000254958.5	jagged 1 	421	1	0	1	0	1	0	0	1	0	rno-miR-124-3p	-0.32	-0.32	0.92	2007, 2009, 2011
KIF26A	ENST00000315264.7	kinesin family member 26A 	494	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.32	0.93	2009, 2011
SRPK3	ENST00000393786.3	SRSF protein kinase 3 	5	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.32	-0.32	0.41	2007, 2009, 2011
MYRF	ENST00000278836.5	myelin regulatory factor 	131	2	1	0	1	0	0	0	0	2	rno-miR-124-3p	-0.32	-0.32	0.93	2007, 2009, 2011
GRIA2	ENST00000296526.7	glutamate receptor, ionotropic, AMPA 2 	5	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.32	0.94	2007, 2009, 2011
SLC7A14	ENST00000231706.5	solute carrier family 7, member 14 	5	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.32	-0.32	0.94	2011
NYNRIN	ENST00000382554.3	NYN domain and retroviral integrase containing 	1928	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.32	0.90	2007, 2009, 2011
BCL6	ENST00000406870.2	B-cell CLL/lymphoma 6 	20	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.32	-0.32	0.89	2007, 2009, 2011
ANTXR2	ENST00000403729.2	anthrax toxin receptor 2 	51	1	1	0	0	1	0	1	0	5	rno-miR-124-3p	-0.32	-0.55	0.94	2007, 2009, 2011
UBN1	ENST00000262376.6	ubinuclein 1 	586	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.32	-0.32	0.92	2007, 2009, 2011
RAB3D	ENST00000222120.3	RAB3D, member RAS oncogene family 	111	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.32	0.93	2007, 2009, 2011
KIAA1024	ENST00000305428.3	KIAA1024 	5	2	0	1	1	0	0	0	0	1	rno-miR-124-3p	-0.32	-0.32	0.99	2007, 2009, 2011
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	2	0	1	1	0	0	0	0	4	rno-miR-124-3p	-0.32	-0.36	0.99	2011
MYH10	ENST00000360416.3	myosin, heavy chain 10, non-muscle 	134	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.32	-0.34	0.91	2007, 2009, 2011
ZNF213	ENST00000396878.3	zinc finger protein 213 	48	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.31	0.90	2007, 2011
OSBPL7	ENST00000007414.3	oxysterol binding protein-like 7 	25	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.31	0.90	2007, 2009, 2011
ST3GAL1	ENST00000319914.5	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 	59	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.31	-0.32	0.93	2011
ZNF275	ENST00000370251.3	zinc finger protein 275 	465	1	0	1	0	1	0	1	0	2	rno-miR-124-3p	-0.31	-0.32	0.91	2011
TSEN54	ENST00000333213.6	TSEN54 tRNA splicing endonuclease subunit 	81	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.32	0.79	2007, 2009, 2011
CDH4	ENST00000360469.5	cadherin 4, type 1, R-cadherin (retinal) 	33	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.31	0.94	
PLEC	ENST00000345136.3	plectin 	7	2	0	2	0	0	0	0	0	1	rno-miR-124-3p	-0.31	-0.31	0.97	2007, 2009, 2011
UPF3B	ENST00000276201.2	UPF3 regulator of nonsense transcripts homolog B (yeast) 	11	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.31	0.94	2007, 2009, 2011
FIGN	ENST00000333129.3	fidgetin 	10	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.31	-0.31	0.85	
TTC26	ENST00000430935.1	tetratricopeptide repeat domain 26 	211	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.31	-0.31	0.91	2007, 2009, 2011
DHRS1	ENST00000288111.7	dehydrogenase/reductase (SDR family) member 1 	82	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.31	0.38	2009, 2011
HTATIP2	ENST00000451739.2	HIV-1 Tat interactive protein 2, 30kDa 	380	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.31	-0.40	0.67	2007, 2009, 2011
TOM1	ENST00000447733.1	target of myb1 (chicken) 	309	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.31	-0.31	0.56	2009, 2011
PCYOX1	ENST00000264441.5	prenylcysteine oxidase 1 	407	1	1	0	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.47	0.91	2007, 2009, 2011
AC012215.1	ENST00000437887.1	Uncharacterized protein  	31	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.37	0.94	
EPHA2	ENST00000358432.5	EPH receptor A2 	2378	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.31	-0.31	0.74	2007, 2011
TMEM117	ENST00000551577.1	transmembrane protein 117 	381	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.31	-0.31	0.89	2007, 2009, 2011
YY1	ENST00000262238.4	YY1 transcription factor 	1803	2	0	2	0	0	0	0	0	3	rno-miR-124-3p	-0.31	-0.53	> 0.99	
RANBP10	ENST00000317506.3	RAN binding protein 10 	140	1	1	0	0	0	0	0	0	4	rno-miR-124-3p	-0.31	-0.32	0.96	2007, 2009, 2011
TMEM63C	ENST00000298351.4	transmembrane protein 63C 	13	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.94	2007, 2009, 2011
SLC12A9	ENST00000354161.3	solute carrier family 12, member 9 	228	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.92	
SP1	ENST00000426431.2	Sp1 transcription factor 	402	2	0	1	1	0	0	0	0	5	rno-miR-124-3p	-0.30	-0.47	0.98	2007, 2009, 2011
RBM24	ENST00000379052.5	RNA binding motif protein 24 	43	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.66	0.94	2007, 2009, 2011
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	1	0	1	0	0	0	0	0	5	rno-miR-124-3p	-0.30	-0.30	0.94	2011
KIAA1324L	ENST00000450689.2	KIAA1324-like 	181	2	0	0	2	0	0	0	0	2	rno-miR-124-3p	-0.30	-0.40	0.98	2007, 2009, 2011
FAM81A	ENST00000288228.5	family with sequence similarity 81, member A 	53	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.32	0.92	2007, 2009, 2011
ZNF2	ENST00000398107.2	zinc finger protein 2 	95	1	0	1	0	1	0	1	0	1	rno-miR-124-3p	-0.30	-0.38	0.88	2011
FAM117A	ENST00000240364.2	family with sequence similarity 117, member A 	185	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.88	2007, 2009, 2011
ZNF687	ENST00000368879.2	zinc finger protein 687 	1250	1	0	1	0	1	0	1	0	0	rno-miR-124-3p	-0.30	-0.30	0.89	2007, 2009, 2011
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	1	1	0	0	1	0	0	1	2	rno-miR-124-3p	-0.30	-0.33	0.96	2007, 2009, 2011
COL4A1	ENST00000375820.4	collagen, type IV, alpha 1 	6549	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.30	0.56	2007, 2009, 2011
FAM219B	ENST00000357635.5	family with sequence similarity 219, member B 	270	2	0	1	1	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.39	0.94	2009, 2011
NXN	ENST00000575801.1	nucleoredoxin 	811	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.94	2007, 2009, 2011
WDR44	ENST00000254029.3	WD repeat domain 44 	392	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.74	2007, 2009, 2011
TEX261	ENST00000272438.4	testis expressed 261 	359	2	0	1	1	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.41	0.98	2007, 2009, 2011
THUMPD1	ENST00000381337.2	THUMP domain containing 1 	39	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.90	2007, 2009, 2011
STARD7	ENST00000337288.5	StAR-related lipid transfer (START) domain containing 7 	17	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.92	2007, 2009, 2011
ARID5B	ENST00000279873.7	AT rich interactive domain 5B (MRF1-like) 	397	1	0	1	0	1	0	1	0	0	rno-miR-124-3p	-0.30	-0.30	0.68	2007, 2009, 2011
AMOTL1	ENST00000317837.9	angiomotin like 1 	712	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.48	0.99	2007, 2009, 2011
HIPK1	ENST00000369558.1	homeodomain interacting protein kinase 1 	930	2	1	0	1	1	0	1	0	2	rno-miR-124-3p	-0.30	-0.30	0.99	2007, 2009, 2011
TPD52L2	ENST00000346249.4	tumor protein D52-like 2 	4185	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.30	-0.34	0.94	2007, 2009, 2011
TSC22D1	ENST00000458659.2	TSC22 domain family, member 1 	4146	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.30	-0.30	0.90	2007
SCN4B	ENST00000324727.4	sodium channel, voltage-gated, type IV, beta subunit 	13	1	1	0	0	0	0	0	0	2	rno-miR-124-3p	-0.29	-0.29	0.95	2011
SLITRK3	ENST00000475390.1	SLIT and NTRK-like family, member 3 	5	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.29	-0.29	0.94	2007, 2009, 2011
NCOA4	ENST00000452682.1	nuclear receptor coactivator 4 	1665	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.29	-0.29	0.91	2011
NAV3	ENST00000228327.6	neuron navigator 3 	277	1	0	0	1	2	0	2	0	0	rno-miR-124-3p	-0.29	-0.29	0.84	2007, 2009, 2011
SLC44A5	ENST00000370859.3	solute carrier family 44, member 5 	395	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.29	-0.29	0.81	
MYO5B	ENST00000285039.7	myosin VB 	12	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.29	-0.29	0.93	2007, 2009, 2011
INSM1	ENST00000310227.1	insulinoma-associated 1 	20	1	0	1	0	1	0	0	1	2	rno-miR-124-3p	-0.29	-0.29	0.46	2007
ARHGEF1	ENST00000347545.4	Rho guanine nucleotide exchange factor (GEF) 1 	392	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.29	-0.29	ORF	2009, 2011
MEF2A	ENST00000354410.5	myocyte enhancer factor 2A 	654	1	1	0	0	0	0	0	0	1	rno-miR-124-3p	-0.29	-0.34	0.92	
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	3	0	2	1	0	0	0	0	2	rno-miR-124-3p	-0.29	-0.85	> 0.99	2007, 2009, 2011
SGPL1	ENST00000373202.3	sphingosine-1-phosphate lyase 1 	105	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.29	-0.37	0.93	2007, 2009, 2011
ARHGAP17	ENST00000441763.2	Rho GTPase activating protein 17 	1337	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.29	-0.29	0.66	2009, 2011
OVOL1	ENST00000335987.3	ovo-like 1(Drosophila) 	5	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.29	-0.29	0.71	2007, 2011
DSG2	ENST00000261590.8	desmoglein 2 	810	1	0	1	0	1	0	0	1	1	rno-miR-124-3p	-0.29	-0.29	0.61	2011
RCAN1	ENST00000482533.1	regulator of calcineurin 1 	715	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.29	-0.38	0.94	2007, 2009, 2011
STK38	ENST00000229812.7	serine/threonine kinase 38 	156	1	0	1	0	0	0	0	0	2	rno-miR-124-3p	-0.29	-0.29	0.90	2007, 2009, 2011
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	1	0	1	0	1	0	0	1	3	rno-miR-124-3p	-0.29	-0.30	0.94	2007, 2009, 2011
PEX19	ENST00000368072.5	peroxisomal biogenesis factor 19 	1804	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.29	-0.29	0.92	2009, 2011
ZNF451	ENST00000370708.4	zinc finger protein 451 	190	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.29	-0.37	0.86	
KLF6	ENST00000542957.1	Kruppel-like factor 6 	4644	1	1	0	0	0	0	0	0	2	rno-miR-124-3p	-0.29	-0.29	0.94	2011
LRRC3	ENST00000291592.4	leucine rich repeat containing 3 	176	1	0	1	0	1	0	0	1	0	rno-miR-124-3p	-0.29	-0.30	0.91	2009, 2011
NAP1L5	ENST00000323061.5	nucleosome assembly protein 1-like 5 	28	1	0	1	0	0	0	0	0	0	rno-miR-124-3p	-0.29	-0.41	0.93	2007, 2009, 2011
FURIN	ENST00000268171.3	furin (paired basic amino acid cleaving enzyme) 	2306	1	0	1	0	0	0	0	0	1	rno-miR-124-3p	-0.29	-0.29	0.88	2007, 2009, 2011
NRP2	ENST00000360409.3	neuropilin 2 	146	1	0	1	0	0	0	0	0	3	rno-miR-124-3p	-0.28	-0.28	0.88	2007, 2011
