Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
STK3	ENST00000419617.2	serine/threonine kinase 3 	25	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.54	-0.54	0.85	2005, 2007, 2009, 2011
EMB	ENST00000303221.5	embigin 	17	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.53	-0.53	0.95	2005, 2007, 2009, 2011
TESK2	ENST00000372084.1	testis-specific kinase 2 	11	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.52	-0.52	0.95	2005, 2007, 2009, 2011
MESDC1	ENST00000267984.2	mesoderm development candidate 1 	84	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.52	-0.52	0.96	2005, 2007, 2009, 2011
MAEA	ENST00000303400.4	macrophage erythroblast attacher 	5906	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.51	-0.51	0.95	2007, 2009, 2011
SLC31A2	ENST00000259392.3	solute carrier family 31 (copper transporter), member 2 	110	2	0	1	1	1	0	1	0	0	rno-miR-9a-5p	-0.51	-0.55	0.93	2003, 2005, 2007, 2009, 2011
EHD4	ENST00000220325.4	EH-domain containing 4 	515	2	1	0	1	0	0	0	0	0	rno-miR-9a-5p	-0.51	-0.52	0.97	2005, 2007, 2009, 2011
HK2	ENST00000290573.2	hexokinase 2 	5	1	0	1	0	3	0	2	1	0	rno-miR-9a-5p	-0.51	-0.51	0.73	2009, 2011
TRPM7	ENST00000560955.1	transient receptor potential cation channel, subfamily M, member 7 	281	2	0	1	1	0	0	0	0	0	rno-miR-9a-5p	-0.51	-0.83	0.99	2005, 2007, 2009, 2011
WASF2	ENST00000536657.1	WAS protein family, member 2 	311	1	1	0	0	1	0	1	0	2	rno-miR-9a-5p	-0.51	-0.52	0.95	
PAK4	ENST00000599386.1	p21 protein (Cdc42/Rac)-activated kinase 4 	130	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.50	-0.50	0.96	2005, 2007, 2009, 2011
NXPE3	ENST00000422132.1	neurexophilin and PC-esterase domain family, member 3 	630	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.49	-0.49	0.95	2005, 2007, 2009, 2011
CCDC43	ENST00000457422.2	coiled-coil domain containing 43 	36	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.49	-0.49	0.95	2007, 2009, 2011
SCRIB	ENST00000356994.2	scribbled planar cell polarity protein 	16	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.49	-0.49	0.93	2005, 2007, 2009, 2011
SLC10A3	ENST00000369649.4	solute carrier family 10, member 3 	433	1	0	1	0	1	0	0	1	0	rno-miR-9a-5p	-0.49	-0.49	0.75	2005, 2007, 2009, 2011
PIGZ	ENST00000412723.1	phosphatidylinositol glycan anchor biosynthesis, class Z 	1071	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.49	-0.49	< 0.1	2007, 2009, 2011
CXCL11	ENST00000306621.3	chemokine (C-X-C motif) ligand 11 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.48	-0.48	< 0.1	2009, 2011
GCH1	ENST00000491895.2	GTP cyclohydrolase 1 	502	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.48	-0.51	0.87	2005, 2007, 2009, 2011
FOXN2	ENST00000340553.3	forkhead box N2 	441	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.47	-0.47	0.96	2007, 2009, 2011
MYPN	ENST00000358913.5	myopalladin 	73	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.47	-0.47	0.93	2011
COL15A1	ENST00000375001.3	collagen, type XV, alpha 1 	371	1	1	0	0	2	0	0	2	0	rno-miR-9a-5p	-0.47	-0.52	0.62	2005, 2007, 2009, 2011
UBE3C	ENST00000348165.5	ubiquitin protein ligase E3C 	1332	2	1	1	0	0	0	0	0	2	rno-miR-9a-5p	-0.47	-0.51	> 0.99	2005, 2007, 2009, 2011
SLC50A1	ENST00000368404.4	solute carrier family 50 (sugar efflux transporter), member 1 	3317	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.47	-0.47	0.62	2007, 2009, 2011
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.47	-0.47	0.95	2005, 2007, 2009, 2011
ALCAM	ENST00000306107.5	activated leukocyte cell adhesion molecule 	371	2	0	2	0	0	0	0	0	1	rno-miR-9a-5p	-0.46	-0.55	0.93	2007, 2009, 2011
PPAPDC2	ENST00000381883.2	phosphatidic acid phosphatase type 2 domain containing 2 	263	1	1	0	0	2	1	0	1	0	rno-miR-9a-5p	-0.46	-0.60	0.68	2007, 2009, 2011
FAM46D	ENST00000538312.1	family with sequence similarity 46, member D 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.46	-0.46	0.88	2009, 2011
FAM19A5	ENST00000358295.5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5 	14	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.45	-0.45	0.95	2005, 2007, 2009, 2011
DNAJC14	ENST00000357606.3	DnaJ (Hsp40) homolog, subfamily C, member 14 	1293	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.45	-0.45	0.93	2005, 2007, 2009, 2011
SHC2	ENST00000264554.6	SHC (Src homology 2 domain containing) transforming protein 2 	600	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.45	-0.45	0.95	2007, 2009, 2011
HN1L	ENST00000248098.3	hematological and neurological expressed 1-like 	1302	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.45	-0.49	0.91	2007, 2009, 2011
ATOH8	ENST00000306279.3	atonal homolog 8 (Drosophila) 	21	2	0	0	2	0	0	0	0	1	rno-miR-9a-5p	-0.45	-0.45	0.96	2005, 2007, 2009, 2011
PCGF6	ENST00000337211.4	polycomb group ring finger 6 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.45	-0.45	0.92	2005, 2007, 2009, 2011
RNF150	ENST00000515673.2	ring finger protein 150 	518	2	1	0	1	3	1	0	2	2	rno-miR-9a-5p	-0.44	-0.52	> 0.99	2005, 2007, 2011
TAL2	ENST00000334077.3	T-cell acute lymphocytic leukemia 2 	21	1	1	0	0	0	0	0	0	2	rno-miR-9a-5p	-0.44	-0.60	0.96	
ANP32B	ENST00000339399.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	1003	2	0	0	2	0	0	0	0	0	rno-miR-9a-5p	-0.43	-0.43	0.97	2005, 2007, 2011
SAMD11	ENST00000342066.3	sterile alpha motif domain containing 11 	288	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.43	-0.43	0.86	2009, 2011
CREBZF	ENST00000398294.2	CREB/ATF bZIP transcription factor 	1115	1	0	0	1	1	1	0	0	0	rno-miR-9a-5p	-0.43	-0.53	0.78	2007, 2009, 2011
ANKRD13A	ENST00000261739.4	ankyrin repeat domain 13A 	1644	1	1	0	0	1	0	1	0	0	rno-miR-9a-5p	-0.43	-0.43	0.95	2009, 2011
KCNK4	ENST00000394525.2	potassium channel, subfamily K, member 4 	5	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.43	-0.43	< 0.1	2005, 2007, 2009, 2011
AP3B1	ENST00000255194.6	adaptor-related protein complex 3, beta 1 subunit 	180	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.43	-0.43	0.96	2011
SMARCD2	ENST00000448276.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 	144	2	0	2	0	0	0	0	0	1	rno-miR-9a-5p	-0.43	-0.43	0.92	2003, 2007, 2009, 2011
GALNT3	ENST00000392701.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3) 	40	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.42	-0.42	0.95	2005, 2007, 2009, 2011
FOXP2	ENST00000408937.3	forkhead box P2 	169	2	0	2	0	0	0	0	0	0	rno-miR-9a-5p	-0.42	-0.42	0.98	2009, 2011
POU2F2	ENST00000342301.4	POU class 2 homeobox 2 	5	2	1	1	0	0	0	0	0	3	rno-miR-9a-5p	-0.42	-1.39	0.72	2007, 2009
SLC52A2	ENST00000526752.1	solute carrier family 52 (riboflavin transporter), member 2 	483	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.42	-0.42	< 0.1	2009, 2011
FBN1	ENST00000316623.5	fibrillin 1 	798	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.41	-0.42	0.97	2005, 2007, 2009, 2011
CCAR2	ENST00000308511.4	cell cycle and apoptosis regulator 2 	9525	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.41	-0.41	0.88	2005, 2007, 2009, 2011
PRRX1	ENST00000367760.3	paired related homeobox 1 	57	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.41	-0.46	0.44	2005, 2007, 2009, 2011
KLF5	ENST00000377687.4	Kruppel-like factor 5 (intestinal) 	161	2	0	2	0	0	0	0	0	0	rno-miR-9a-5p	-0.41	-0.41	0.82	2005, 2007, 2009, 2011
RHOA	ENST00000454011.2	ras homolog family member A 	8507	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.41	-0.41	ORF	
ANO1	ENST00000355303.5	anoctamin 1, calcium activated chloride channel 	78	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.41	-0.41	0.95	2005, 2007, 2009, 2011
MUM1L1	ENST00000357175.2	melanoma associated antigen (mutated) 1-like 1 	50	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.41	-0.41	0.85	2005, 2007, 2009, 2011
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	2	1	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.40	-0.41	0.99	
TMEM109	ENST00000227525.3	transmembrane protein 109 	4675	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.40	-0.40	0.92	2007, 2009, 2011
C2orf88	ENST00000340623.4	chromosome 2 open reading frame 88 	156	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.40	-0.42	0.94	2007, 2009, 2011
GABRB2	ENST00000393959.1	gamma-aminobutyric acid (GABA) A receptor, beta 2 	5	2	1	1	0	0	0	0	0	2	rno-miR-9a-5p	-0.40	-0.40	0.98	2007, 2009, 2011
LYVE1	ENST00000256178.3	lymphatic vessel endothelial hyaluronan receptor 1 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.40	-0.40	0.24	2009, 2011
FRMD6	ENST00000395718.2	FERM domain containing 6 	508	2	0	1	1	0	0	0	0	1	rno-miR-9a-5p	-0.40	-0.42	0.95	2007, 2009, 2011
ERG	ENST00000398905.1	v-ets avian erythroblastosis virus E26 oncogene homolog 	184	1	0	0	1	3	2	1	0	0	rno-miR-9a-5p	-0.40	-0.55	0.83	2005, 2007, 2009, 2011
PTAR1	ENST00000377200.5	protein prenyltransferase alpha subunit repeat containing 1 	161	2	0	2	0	1	0	1	0	2	rno-miR-9a-5p	-0.40	-0.46	0.94	2009, 2011
MAGT1	ENST00000358075.6	magnesium transporter 1 	937	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.40	-0.44	0.96	2011
DRAM2	ENST00000286692.4	DNA-damage regulated autophagy modulator 2 	184	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.40	-0.40	0.72	2009, 2011
NTNG1	ENST00000370067.1	netrin G1 	5	2	1	1	0	1	0	1	0	2	rno-miR-9a-5p	-0.40	-0.40	0.89	2005, 2007, 2009, 2011
PI4K2A	ENST00000370631.3	phosphatidylinositol 4-kinase type 2 alpha 	1489	2	1	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.39	-0.40	0.99	2005, 2007, 2009, 2011
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.39	-0.40	0.89	2005, 2007, 2009, 2011
NR5A2	ENST00000367362.3	nuclear receptor subfamily 5, group A, member 2 	121	2	1	1	0	0	0	0	0	2	rno-miR-9a-5p	-0.39	-0.48	0.93	2005, 2007, 2009, 2011
M6PR	ENST00000000412.3	mannose-6-phosphate receptor (cation dependent) 	46	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.39	-0.39	0.82	2005, 2007, 2011
TGFBR2	ENST00000359013.4	transforming growth factor, beta receptor II (70/80kDa) 	2168	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.39	-0.39	0.85	2007, 2009, 2011
RUNX1T1	ENST00000523629.1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	9	2	0	1	1	0	0	0	0	1	rno-miR-9a-5p	-0.39	-0.39	0.87	2011
FBXL2	ENST00000484457.1	F-box and leucine-rich repeat protein 2 	12	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.38	-0.38	0.94	2005, 2007, 2009, 2011
ARMCX2	ENST00000330154.2	armadillo repeat containing, X-linked 2 	531	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.38	-0.44	0.76	2005, 2007, 2009, 2011
TCF7	ENST00000518915.1	transcription factor 7 (T-cell specific, HMG-box) 	883	2	0	0	2	1	0	0	1	0	rno-miR-9a-5p	-0.38	-0.39	0.92	2005, 2007, 2009, 2011
KCNMB2	ENST00000432997.1	potassium large conductance calcium-activated channel, subfamily M, beta member 2 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.38	-0.38	0.88	2005, 2007, 2009, 2011
RFESD	ENST00000513950.2	Rieske (Fe-S) domain containing 	15	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.38	-0.61	0.31	2009, 2011
YPEL2	ENST00000312655.4	yippee-like 2 (Drosophila) 	62	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.38	-0.38	0.88	2005, 2007, 2009, 2011
CPEB2	ENST00000538197.1	cytoplasmic polyadenylation element binding protein 2 	367	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.38	-0.39	0.99	2005, 2007, 2009, 2011
TBPL1	ENST00000237264.4	TBP-like 1 	69	1	1	0	0	1	0	1	0	0	rno-miR-9a-5p	-0.38	-0.42	0.95	2005, 2007, 2009, 2011
OPCML	ENST00000331898.7	opioid binding protein/cell adhesion molecule-like 	5	2	0	2	0	0	0	0	0	2	rno-miR-9a-5p	-0.37	-0.37	0.85	2005, 2007, 2009, 2011
MAP2K7	ENST00000397981.3	mitogen-activated protein kinase kinase 7 	164	2	0	2	0	0	0	0	0	0	rno-miR-9a-5p	-0.37	-0.37	0.95	2005, 2007, 2009, 2011
PHF13	ENST00000377648.4	PHD finger protein 13 	1207	2	0	1	1	1	0	1	0	1	rno-miR-9a-5p	-0.37	-0.37	0.97	2005, 2007, 2009, 2011
ITM2C	ENST00000326407.6	integral membrane protein 2C 	67220	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.37	-0.37	0.91	2005, 2007, 2009, 2011
FAM118A	ENST00000216214.3	family with sequence similarity 118, member A 	202	1	0	0	1	3	0	2	1	1	rno-miR-9a-5p	-0.37	-0.52	0.78	2009, 2011
MTHFD2	ENST00000394053.2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase 	330	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.37	-0.60	> 0.99	2005, 2007, 2009, 2011
DACT3	ENST00000300875.4	dishevelled-binding antagonist of beta-catenin 3 	59	2	0	0	2	0	0	0	0	0	rno-miR-9a-5p	-0.37	-0.37	0.96	2007, 2009, 2011
MAP7	ENST00000354570.3	microtubule-associated protein 7 	444	1	0	1	0	1	0	0	1	0	rno-miR-9a-5p	-0.37	-0.37	0.92	2005, 2007, 2009, 2011
LRCH4	ENST00000310300.6	leucine-rich repeats and calponin homology (CH) domain containing 4 	248	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.37	-0.39	0.78	2005, 2007, 2009, 2011
ENPEP	ENST00000265162.5	glutamyl aminopeptidase (aminopeptidase A) 	10	2	1	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.36	-0.62	0.99	
LRRTM4	ENST00000409088.3	leucine rich repeat transmembrane neuronal 4 	5	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.36	-0.36	0.43	2005, 2007, 2009, 2011
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	1	0	1	1	0	0	3	rno-miR-9a-5p	-0.36	-0.41	0.44	2007, 2009, 2011
IL10RB	ENST00000290200.2	interleukin 10 receptor, beta 	238	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.36	-0.37	< 0.1	
PCYOX1	ENST00000264441.5	prenylcysteine oxidase 1 	407	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.36	-0.36	ORF	
C7orf25	ENST00000350427.4	chromosome 7 open reading frame 25 	299	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.36	-0.36	0.88	2009, 2011
HIST1H4H	ENST00000289352.1	histone cluster 1, H4h 	10	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.36	-0.36	0.75	
ULK2	ENST00000395544.4	unc-51 like autophagy activating kinase 2 	489	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.36	-0.36	0.96	2005, 2007, 2009, 2011
ATL2	ENST00000378954.4	atlastin GTPase 2 	1135	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.36	-0.38	0.83	2011
FAM211A	ENST00000409083.3	family with sequence similarity 211, member A 	23	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.35	-0.48	0.83	
MDGA2	ENST00000426342.1	MAM domain containing glycosylphosphatidylinositol anchor 2 	5	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.35	-0.35	0.92	2005, 2007, 2009, 2011
LAMP1	ENST00000332556.4	lysosomal-associated membrane protein 1 	566	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.35	-0.35	0.88	2005, 2007, 2009, 2011
LAMB1	ENST00000393561.1	laminin, beta 1 	197	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.35	-0.35	0.55	2009, 2011
TSC22D2	ENST00000361875.3	TSC22 domain family, member 2 	1062	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.35	-0.35	0.96	2005, 2007, 2009, 2011
PCNP	ENST00000296024.5	PEST proteolytic signal containing nuclear protein 	944	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.35	-0.36	0.86	2005, 2007
SYT9	ENST00000318881.6	synaptotagmin IX 	5	2	0	2	0	1	0	0	1	0	rno-miR-9a-5p	-0.34	-0.34	0.93	2007, 2009, 2011
LIN28A	ENST00000326279.6	lin-28 homolog A (C. elegans) 	5	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.34	-0.34	0.92	2005, 2007, 2009, 2011
RHOQ	ENST00000238738.4	ras homolog family member Q 	179	1	1	0	0	1	0	0	1	1	rno-miR-9a-5p	-0.34	-0.47	0.93	2007, 2011
AEBP2	ENST00000266508.9	AE binding protein 2 	1228	1	0	1	0	1	0	1	0	0	rno-miR-9a-5p	-0.34	-0.34	0.91	2005, 2007, 2009, 2011
ARL4C	ENST00000390645.2	ADP-ribosylation factor-like 4C 	84	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.34	-0.34	0.84	2007, 2009, 2011
SYAP1	ENST00000380155.3	synapse associated protein 1 	2689	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.34	-0.59	0.96	2005, 2007, 2009, 2011
ARID3B	ENST00000346246.5	AT rich interactive domain 3B (BRIGHT-like) 	11	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.34	-0.34	0.95	2005, 2007, 2009, 2011
SLC35B3	ENST00000379660.4	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3 	83	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.34	-0.34	0.92	2005, 2007, 2009, 2011
ACOT7	ENST00000608083.1	acyl-CoA thioesterase 7 	141	1	0	1	0	0	0	0	0	1	rno-miR-9a-5p	-0.34	-0.35	0.90	2007, 2009, 2011
NHSL1	ENST00000427025.2	NHS-like 1 	393	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.34	-0.35	0.95	2011
KCNQ3	ENST00000388996.4	potassium voltage-gated channel, KQT-like subfamily, member 3 	5	2	0	1	1	1	0	1	0	1	rno-miR-9a-5p	-0.34	-0.34	0.79	2011
DLX3	ENST00000434704.2	distal-less homeobox 3 	5	1	1	0	0	0	0	0	0	2	rno-miR-9a-5p	-0.34	-0.34	0.78	2005, 2007, 2009, 2011
DOK6	ENST00000382713.5	docking protein 6 	8	2	2	0	0	1	0	1	0	1	rno-miR-9a-5p	-0.34	-0.34	0.98	2011
SLC39A14	ENST00000381237.1	solute carrier family 39 (zinc transporter), member 14 	2413	1	1	0	0	1	0	0	1	0	rno-miR-9a-5p	-0.34	-0.34	0.93	2005, 2007, 2009, 2011
FREM2	ENST00000280481.7	FRAS1 related extracellular matrix protein 2 	33	1	1	0	0	2	0	0	2	1	rno-miR-9a-5p	-0.34	-0.48	0.96	2005, 2007, 2009, 2011
MYO1C	ENST00000359786.5	myosin IC 	1073	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.33	-0.33	0.95	2005, 2007, 2009, 2011
SMIM3	ENST00000526627.1	small integral membrane protein 3 	3180	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.33	-0.33	< 0.1	2009, 2011
SNX7	ENST00000306121.3	sorting nexin 7 	4601	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.33	-0.33	0.55	2005, 2007, 2009, 2011
INHBB	ENST00000295228.3	inhibin, beta B 	75	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.33	-0.33	0.91	2009, 2011
CSNK1A1	ENST00000261798.5	casein kinase 1, alpha 1 	769	1	1	0	0	0	0	0	0	0	rno-miR-9a-5p	-0.33	-0.36	0.96	2005, 2007, 2009, 2011
SIX5	ENST00000560168.1	SIX homeobox 5 	47	1	1	0	0	0	0	0	0	1	rno-miR-9a-5p	-0.33	-0.37	0.82	2007, 2009, 2011
SLC39A1	ENST00000356205.4	solute carrier family 39 (zinc transporter), member 1 	1193	1	1	0	0	1	0	0	1	0	rno-miR-9a-5p	-0.33	-0.33	< 0.1	2009, 2011
AGAP2-AS1	ENST00000542466.2	AGAP2 antisense RNA 1 	5	1	0	1	0	0	0	0	0	0	rno-miR-9a-5p	-0.33	-0.33	ORF	
