Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
GPR26	ENST00000284674.1	G protein-coupled receptor 26 	5	1	0	1	0	1	0	0	1	1	rno-miR-219a-5p	-0.42	-0.43	0.85	
INPP5J	ENST00000331075.5	inositol polyphosphate-5-phosphatase J 	70	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.42	-0.42	0.48	2005, 2007, 2009, 2011
TMOD2	ENST00000249700.4	tropomodulin 2 (neuronal) 	117	1	0	1	0	1	1	0	0	3	rno-miR-219a-5p	-0.42	-0.50	0.89	2011
T	ENST00000296946.2	T, brachyury homolog (mouse) 	23	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.42	-0.42	0.93	2005, 2007, 2009, 2011
FBXO3	ENST00000526785.1	F-box protein 3 	813	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.42	-0.42	0.93	2005, 2007, 2009, 2011
ROR1	ENST00000371079.1	receptor tyrosine kinase-like orphan receptor 1 	80	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.42	-0.42	0.93	
RBM24	ENST00000379052.5	RNA binding motif protein 24 	43	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.41	-0.41	0.83	2005, 2007, 2009, 2011
RAB35	ENST00000534951.1	RAB35, member RAS oncogene family 	1051	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.41	-0.41	0.91	2009, 2011
P4HA1	ENST00000307116.2	prolyl 4-hydroxylase, alpha polypeptide I 	38	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.40	-0.40	0.32	2009, 2011
PPP1R14B	ENST00000392210.2	protein phosphatase 1, regulatory (inhibitor) subunit 14B 	114	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.40	-0.40	0.70	2007, 2011
FADS2	ENST00000257261.6	fatty acid desaturase 2 	285	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.40	-0.41	0.60	2011
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	0	1	0	1	0	1	0	0	rno-miR-219a-5p	-0.40	-0.60	0.94	2005, 2007, 2009, 2011
SLC41A1	ENST00000367137.3	solute carrier family 41 (magnesium transporter), member 1 	300	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.39	-0.39	0.93	
DDAH1	ENST00000535924.2	dimethylarginine dimethylaminohydrolase 1 	46	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.39	-0.39	0.81	2005, 2007, 2009, 2011
SDK1	ENST00000404826.2	sidekick cell adhesion molecule 1 	60	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.39	-0.39	0.93	2011
MECOM	ENST00000460814.1	MDS1 and EVI1 complex locus 	138	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.39	-0.40	0.91	2009, 2011
CACUL1	ENST00000369151.3	CDK2-associated, cullin domain 1 	213	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.39	-0.39	0.94	2005, 2007, 2009, 2011
SIX3	ENST00000260653.3	SIX homeobox 3 	15	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.38	-0.46	0.89	2011
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	1	0	0	1	0	1	0	0	rno-miR-219a-5p	-0.37	-0.37	0.92	2005, 2007, 2009, 2011
PIGR	ENST00000356495.4	polymeric immunoglobulin receptor 	13	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.37	-0.37	0.71	
TPCN1	ENST00000335509.6	two pore segment channel 1 	401	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.37	-0.37	0.93	2011
ETV5	ENST00000306376.5	ets variant 5 	1085	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.37	-0.37	0.81	2005, 2007, 2009, 2011
SLC35F5	ENST00000245680.2	solute carrier family 35, member F5 	136	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.36	-0.36	0.94	2009, 2011
EFNB2	ENST00000245323.4	ephrin-B2 	25	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.36	-0.36	0.85	
RBPMS	ENST00000320203.4	RNA binding protein with multiple splicing 	472	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.36	-0.41	0.78	2009, 2011
THRA	ENST00000450525.2	thyroid hormone receptor, alpha 	547	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.36	-0.36	0.92	
PARM1	ENST00000513238.1	prostate androgen-regulated mucin-like protein 1 	161	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.36	-0.38	0.88	2009, 2011
ASH1L	ENST00000368346.3	ash1 (absent, small, or homeotic)-like (Drosophila) 	56	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.36	-0.36	0.82	2007, 2009, 2011
ST8SIA3	ENST00000324000.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	5	1	0	1	0	1	0	1	0	0	rno-miR-219a-5p	-0.35	-0.35	0.62	2009, 2011
FBXL17	ENST00000359660.5	F-box and leucine-rich repeat protein 17 	182	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.35	-0.35	0.81	2005, 2007, 2009, 2011
TSC22D2	ENST00000361875.3	TSC22 domain family, member 2 	1062	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.35	-0.35	0.95	2005, 2007, 2009, 2011
SP4	ENST00000222584.3	Sp4 transcription factor 	131	2	1	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.35	-0.35	0.90	2007, 2009, 2011
EGR3	ENST00000317216.2	early growth response 3 	21	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.35	-0.35	0.86	2005, 2007, 2009, 2011
GLTSCR1L	ENST00000314073.5	GLTSCR1-like 	59	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.35	-0.35	0.84	2005, 2007, 2009, 2011
COL9A1	ENST00000357250.6	collagen, type IX, alpha 1 	9	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.35	-0.35	0.58	2009
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	2	0	1	1	0	0	0	0	0	rno-miR-219a-5p	-0.34	-0.34	0.89	2005, 2007, 2009, 2011
CD164	ENST00000368961.5	CD164 molecule, sialomucin 	2038	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.34	-0.42	0.18	2005, 2007, 2009, 2011
UBE2Z	ENST00000360943.5	ubiquitin-conjugating enzyme E2Z 	3688	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.34	-0.34	0.91	2007, 2009, 2011
GPAT2	ENST00000377137.3	glycerol-3-phosphate acyltransferase 2, mitochondrial 	5	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.34	-0.34	ORF	
KLF16	ENST00000250916.4	Kruppel-like factor 16 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.34	-0.34	0.90	2007, 2011
MEF2D	ENST00000464356.2	myocyte enhancer factor 2D 	759	2	1	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.33	-0.61	0.99	2005, 2007, 2009, 2011
KBTBD8	ENST00000295568.4	kelch repeat and BTB (POZ) domain containing 8 	22	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.33	-0.33	0.75	2007, 2009, 2011
PIP5K1C	ENST00000335312.3	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma 	13	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.33	-0.33	0.94	2005, 2007, 2009, 2011
HOXD13	ENST00000392539.3	homeobox D13 	25	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.33	-0.35	0.49	2007, 2009, 2011
ADD2	ENST00000264436.4	adducin 2 (beta) 	59	2	0	2	0	0	0	0	0	0	rno-miR-219a-5p	-0.33	-0.43	0.99	2011
NR2C2	ENST00000425241.1	nuclear receptor subfamily 2, group C, member 2 	227	2	1	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.33	-0.50	> 0.99	2007, 2009, 2011
CBX2	ENST00000310942.4	chromobox homolog 2 	1816	1	0	1	0	1	0	1	0	0	rno-miR-219a-5p	-0.33	-0.33	0.90	2007, 2009, 2011
FGF9	ENST00000382353.5	fibroblast growth factor 9 	136	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.33	-0.33	0.85	2011
CDH3	ENST00000264012.4	cadherin 3, type 1, P-cadherin (placental) 	21	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.32	-0.32	0.79	2009, 2011
MFNG	ENST00000416983.3	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	14	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.32	-0.32	0.26	2005, 2007, 2011
ERGIC1	ENST00000393784.3	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 	4614	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.31	-0.31	0.94	2011
RIMS1	ENST00000348717.5	regulating synaptic membrane exocytosis 1 	45	1	1	0	0	1	0	1	0	1	rno-miR-219a-5p	-0.31	-0.45	0.90	2007, 2009, 2011
PDGFRA	ENST00000257290.5	platelet-derived growth factor receptor, alpha polypeptide 	39	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.31	-0.31	0.93	2011
CXXC4	ENST00000394767.2	CXXC finger protein 4 	121	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.31	-0.35	0.91	
SLC30A4	ENST00000261867.4	solute carrier family 30 (zinc transporter), member 4 	19	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.31	-0.31	0.83	2005, 2007, 2009, 2011
POU2F1	ENST00000367866.2	POU class 2 homeobox 1 	83	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.31	-0.33	0.82	2011
CCDC177	ENST00000599174.1	Homo sapiens coiled-coil domain containing 177 (CCDC177), mRNA. 	0	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.30	-0.30	< 0.1	
SKIDA1	ENST00000449193.2	SKI/DACH domain containing 1 	18	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.30	-0.49	0.91	2005, 2007, 2009, 2011
SLC16A7	ENST00000261187.4	solute carrier family 16 (monocarboxylate transporter), member 7 	73	1	1	0	0	2	1	1	0	0	rno-miR-219a-5p	-0.30	-0.84	0.92	
UBE3A	ENST00000232165.3	ubiquitin protein ligase E3A 	529	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.30	-0.32	0.84	2011
CHMP6	ENST00000325167.5	charged multivesicular body protein 6 	227	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.30	-0.30	0.25	2009, 2011
ZNF697	ENST00000421812.2	zinc finger protein 697 	43	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.30	-0.32	0.81	2007, 2009, 2011
NOL4	ENST00000261592.5	nucleolar protein 4 	12	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.30	-0.30	0.86	2007, 2009, 2011
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.29	-0.31	0.66	2005, 2007, 2009, 2011
CCSAP	ENST00000366687.1	centriole, cilia and spindle-associated protein 	1210	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.29	-0.32	0.87	2009, 2011
SLC16A6	ENST00000327268.4	solute carrier family 16, member 6 	17	1	0	1	0	1	0	0	1	1	rno-miR-219a-5p	-0.29	-0.29	0.89	2011
CELF2	ENST00000315874.4	CUGBP, Elav-like family member 2 	56	1	0	1	0	1	1	0	0	0	rno-miR-219a-5p	-0.29	-0.39	0.86	2005, 2007, 2009, 2011
SNRK	ENST00000429705.2	SNF related kinase 	153	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.29	-0.29	0.76	2005, 2007, 2009, 2011
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.28	-0.29	0.78	
SORCS1	ENST00000369698.1	sortilin-related VPS10 domain containing receptor 1 	88	1	0	0	1	1	0	0	1	1	rno-miR-219a-5p	-0.28	-0.38	0.60	2005, 2007, 2009, 2011
EYA1	ENST00000388742.4	eyes absent homolog 1 (Drosophila) 	222	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.28	0.86	2005, 2007, 2009, 2011
PI4K2A	ENST00000370631.3	phosphatidylinositol 4-kinase type 2 alpha 	1489	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.28	-0.28	0.78	2005, 2007, 2009, 2011
NIPA2	ENST00000337451.3	non imprinted in Prader-Willi/Angelman syndrome 2 	1288	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.51	0.95	2009, 2011
PHF19	ENST00000373896.3	PHD finger protein 19 	490	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.28	0.86	2005, 2007, 2009, 2011
PALM2	ENST00000448454.2	paralemmin 2 	35	1	0	1	0	0	0	0	0	2	rno-miR-219a-5p	-0.28	-0.28	0.73	
NHLH1	ENST00000302101.5	nescient helix loop helix 1 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.28	0.43	2009, 2011
RNF6	ENST00000346166.3	ring finger protein (C3H2C3 type) 6 	47	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.28	0.57	2005, 2007, 2009, 2011
MIER3	ENST00000381226.3	mesoderm induction early response 1, family member 3 	112	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.35	0.76	2007, 2009, 2011
TNRC18	ENST00000399537.4	trinucleotide repeat containing 18 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.28	-0.28	0.94	2009, 2011
HAS3	ENST00000306560.1	hyaluronan synthase 3 	15	1	1	0	0	1	0	1	0	0	rno-miR-219a-5p	-0.28	-0.28	< 0.1	2005, 2007, 2009, 2011
HOXD3	ENST00000249440.3	homeobox D3 	23	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.27	-0.35	0.81	
FRMD6	ENST00000395718.2	FERM domain containing 6 	508	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.27	-0.29	0.80	2009, 2011
ARID3B	ENST00000346246.5	AT rich interactive domain 3B (BRIGHT-like) 	11	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.27	-0.27	0.92	2005, 2007, 2009, 2011
FAM91A1	ENST00000334705.7	family with sequence similarity 91, member A1 	731	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.27	-0.27	0.74	2007, 2009, 2011
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.27	-0.30	0.66	2011
DCBLD2	ENST00000326840.6	discoidin, CUB and LCCL domain containing 2 	798	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.27	-0.33	0.92	2005, 2007, 2009, 2011
KCNJ2	ENST00000243457.3	potassium inwardly-rectifying channel, subfamily J, member 2 	5	1	1	0	0	1	0	0	1	0	rno-miR-219a-5p	-0.27	-0.27	< 0.1	2011
ZNF800	ENST00000393313.1	zinc finger protein 800 	239	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.26	-0.26	0.78	2007, 2009, 2011
CGNL1	ENST00000281282.5	cingulin-like 1 	25	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.26	-0.26	0.93	2005, 2007, 2009, 2011
OCRL	ENST00000371113.4	oculocerebrorenal syndrome of Lowe 	818	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.26	-0.26	0.68	2005, 2007, 2009, 2011
AFAP1L2	ENST00000304129.4	actin filament associated protein 1-like 2 	13	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.26	-0.26	0.93	2007, 2009, 2011
ZBTB37	ENST00000367701.5	zinc finger and BTB domain containing 37 	213	1	1	0	0	3	0	1	2	1	rno-miR-219a-5p	-0.25	-0.28	0.62	
PODXL	ENST00000541194.1	podocalyxin-like 	2928	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.25	-0.26	0.92	2005, 2007, 2009, 2011
KCNH8	ENST00000328405.2	potassium voltage-gated channel, subfamily H (eag-related), member 8 	5	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.25	-0.25	0.89	2005, 2007, 2009, 2011
ESR1	ENST00000440973.1	estrogen receptor 1 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.25	-0.25	0.57	2005, 2007, 2009, 2011
MAP9	ENST00000311277.4	microtubule-associated protein 9 	45	1	1	0	0	3	1	2	0	0	rno-miR-219a-5p	-0.25	-0.58	0.79	2009, 2011
NTNG1	ENST00000370067.1	netrin G1 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.25	-0.25	0.55	2005, 2007, 2009, 2011
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	2	1	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.25	-0.25	0.97	2009, 2011
LRRC8A	ENST00000372600.4	leucine rich repeat containing 8 family, member A 	71	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.25	-0.25	0.84	2011
THSD7B	ENST00000409968.1	thrombospondin, type I, domain containing 7B 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.25	-0.25	0.67	2007, 2009, 2011
POU6F2	ENST00000518318.2	POU class 6 homeobox 2 	5	1	0	1	0	1	0	1	0	0	rno-miR-219a-5p	-0.25	-0.25	0.85	
ZNF451	ENST00000370708.4	zinc finger protein 451 	190	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.25	-0.25	0.38	
SLK	ENST00000335753.4	STE20-like kinase 	260	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.25	-0.25	0.86	2005, 2007, 2011
S100PBP	ENST00000373475.5	S100P binding protein 	428	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.25	-0.29	0.86	2007, 2009, 2011
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	1	0	1	0	1	0	1	0	0	rno-miR-219a-5p	-0.24	-0.27	0.95	2011
RGAG1	ENST00000465301.2	retrotransposon gag domain containing 1 	5	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.24	-0.24	0.31	2005, 2007, 2009, 2011
GSE1	ENST00000253458.7	Gse1 coiled-coil protein 	133	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.24	-0.24	0.90	2005, 2007, 2009, 2011
PPARGC1A	ENST00000264867.2	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha 	19	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.24	-0.24	0.71	2005, 2007, 2009, 2011
ANKH	ENST00000284268.6	ANKH inorganic pyrophosphate transport regulator 	770	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.24	-0.27	0.93	2009, 2011
RAPGEF1	ENST00000372189.3	Rap guanine nucleotide exchange factor (GEF) 1 	335	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.24	-0.24	0.78	
ZCCHC24	ENST00000372336.3	zinc finger, CCHC domain containing 24 	359	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.24	-0.24	0.95	2005, 2007, 2009, 2011
GSK3B	ENST00000264235.8	glycogen synthase kinase 3 beta 	498	1	0	1	0	1	0	0	1	0	rno-miR-219a-5p	-0.24	-0.26	0.70	2011
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	1	0	1	0	2	0	1	1	0	rno-miR-219a-5p	-0.24	-0.24	0.81	2005, 2007, 2009, 2011
SLC24A2	ENST00000341998.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	5	1	0	1	0	1	1	0	0	1	rno-miR-219a-5p	-0.24	-0.24	0.69	2011
KLF3	ENST00000261438.5	Kruppel-like factor 3 (basic) 	515	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.31	0.92	2009, 2011
SIPA1L1	ENST00000555818.1	signal-induced proliferation-associated 1 like 1 	291	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.23	0.62	2005, 2007
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.23	0.93	2007, 2009, 2011
TMTC3	ENST00000266712.6	transmembrane and tetratricopeptide repeat containing 3 	406	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.26	0.86	2011
SYNGAP1	ENST00000418600.2	synaptic Ras GTPase activating protein 1 	15	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.23	0.80	2011
KLF7	ENST00000309446.6	Kruppel-like factor 7 (ubiquitous) 	737	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.23	0.94	
ZNF609	ENST00000326648.3	zinc finger protein 609 	103	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.23	0.93	2007, 2009, 2011
MEGF11	ENST00000360698.4	multiple EGF-like-domains 11 	7	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.23	0.79	2011
PLEKHA8	ENST00000449726.1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	661	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.23	-0.24	0.83	2011
CBFA2T3	ENST00000327483.5	core-binding factor, runt domain, alpha subunit 2; translocated to, 3 	7	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.22	-0.34	0.90	2005, 2007, 2009, 2011
EIF3J	ENST00000261868.5	eukaryotic translation initiation factor 3, subunit J 	1646	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.22	-0.22	0.59	2005, 2007
GTPBP1	ENST00000216044.5	GTP binding protein 1 	1765	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.22	-0.23	0.94	2005, 2007, 2009, 2011
FMNL2	ENST00000288670.9	formin-like 2 	31	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	-0.22	-0.22	0.57	2005, 2007
